32785: n#6418901;n#6420678;n#6418693;
63034: v#1779165;v#1780104;v#1782650;
63037: n#8501114;n#8505402;n#5998052;
63043: s#304144;s#114454;s#2511528;
63046: n#3412674;n#3412511;n#3412220;
63047: n#3412674;n#3412220;n#3412387;
63048: n#13485968;n#713250;n#1262109;
63050: n#9379111;n#13907272;n#9258715;
63051: n#9379111;n#9249034;n#383952;
63053: v#2598143;v#1380638;v#158804;
63059: v#2132745;v#2118476;v#1020005;
63064: n#7848936;n#7848771;n#1557185;
63072: n#5921123;n#8523483;n#10627082;
63076: n#2919792;n#7851767;n#2932400;
63077: n#7985628;n#7985223;n#13743605;
63078: n#7985223;n#13743605;n#7985628;
63079: n#7985223;n#13743605;n#7985628;
63085: n#4952944;n#7412668;v#2162947;
63087: v#2162947;n#4952944;n#7412668;
63102: n#10140783;n#2916179;n#10067968;
63117: n#2050004;n#12998815;n#2265076;
63118: n#758525;n#4945530;n#7555184;
63121: n#5833683;n#7535010;n#7533877;
63122: n#5833683;n#7533877;n#5724694;
63125: n#7384473;v#1045719;n#7384614;
63127: v#1045719;n#7384473;n#7121361;
63128: v#1045719;n#7384473;v#916274;
63133: n#14285662;n#7420770;n#7420538;
63134: n#14285662;n#7420770;n#7420538;
63139: n#7961480;n#13774404;n#2924554;
63144: s#1398772;s#1398528;s#2525597;
63145: n#4857738;n#4666615;n#5008449;
63146: n#1063350;n#5699434;n#4645943;
63149: v#2451370;v#2557199;v#236289;
63151: n#8182962;n#8250889;n#8184217;
63152: n#12286826;n#4687333;n#9495382;
63155: n#10187557;n#13284048;n#10230801;
63156: s#1243373;a#1077829;a#1244410;
63158: n#10189776;n#10187059;n#10187491;
63160: n#10189776;n#9857007;n#10024119;
63162: v#1046932;v#1046059;n#7385548;
63164: n#10194341;n#3624767;n#2374451;
63167: n#5625465;n#5767733;n#5633860;
63168: n#5625465;n#5767733;n#5633860;
63169: n#5625465;n#5767733;n#5633860;
63170: v#1582409;v#601378;v#1577635;
63171: v#601043;v#601378;v#1577635;
63177: a#1282014;s#835292;s#1284212;
63179: a#51696;s#2336904;s#52012;
63182: a#523978;s#1004541;a#1752167;
63186: n#13994148;n#7474006;n#14001031;
63187: v#923793;v#927711;v#927430;
63190: n#5774614;n#5920791;n#5796937;
63191: n#976698;n#13534274;n#7432119;
63204: s#1315844;s#1335708;a#1637184;
63208: n#7193596;n#5797597;n#636728;
63214: r#63172;r#98714;n#586262;
63215: n#3120198;a#1436003;n#4610879;
63216: a#1436003;n#8329453;n#723984;
63219: n#8329453;n#7557434;n#3121298;
63220: n#8329453;n#7557434;n#3121298;
63221: n#8329453;n#3121298;n#7557434;
63229: n#871418;n#1202415;n#1237415;
63230: n#871418;n#1237415;n#1202415;
63239: v#1781180;v#1819554;v#1779165;
63249: s#1135914;s#114921;s#114797;
63253: n#10276764;s#2075321;n#3507458;
63273: v#2280132;v#2681795;v#2204564;
63274: v#2280132;v#2204564;v#781000;
63276: v#212414;v#2679899;v#2733122;
63277: v#1128193;v#1129710;v#1130169;
63278: v#2452885;v#2450505;v#2453321;
63285: n#14383252;n#14381840;n#7503430;
63289: n#14414715;n#1202029;n#14415518;
63300: v#1235355;v#1232738;v#1418179;
63301: n#14449405;n#5162642;n#14449865;
63302: v#2632353;n#14449405;n#3875218;
63303: n#3632277;n#13940311;n#7443010;
63305: s#1018788;n#3635330;n#10642988;
63312: n#5562595;n#125126;v#217576;
63316: n#11618861;n#11619136;n#11618750;
63318: n#3644858;n#3645011;v#1286777;
63322: n#8591592;n#9463919;n#8570634;
63323: n#1937909;
63326: n#7436661;n#7215185;v#529759;
63327: n#7436661;v#529759;v#936169;
63329: n#3652932;n#1145688;v#1289155;
63331: n#9337253;n#13912839;n#13162164;
63336: s#993885;a#993529;s#993667;
63338: v#2421374;v#2421374;v#2497400;
63339: s#2133207;s#2133779;r#386474;
63340: n#10746581;n#10259094;s#962306;
63347: n#8101937;n#13813042;n#4922787;
63349: n#3689157;v#2696503;v#2744061;
63350: n#13774404;n#8674970;n#31264;
63351: n#8240169;n#13774404;n#7959943;
63352: n#8674970;n#9217638;n#9178999;
63353: n#7330007;n#14473222;n#9504915;
63358: r#42254;r#50297;r#42484;
63359: a#1468097;a#1468097;s#1048406;
63360: a#1468097;a#1468097;s#177547;
63364: n#7289588;v#925490;v#925735;
63366: n#3733281;n#5685879;n#4088696;
63367: n#13512725;n#7104292;n#865808;
63370: v#260648;v#270561;n#266806;
63374: n#6706317;n#5922949;
63376: n#1854415;n#1854223;n#1854700;
63386: n#1779629;n#6372680;n#13774115;
63388: r#29367;r#47534;r#46167;
63392: n#8353563;n#3178782;v#1381549;
63394: n#7386920;n#7211092;v#1044533;
63395: v#1044533;v#909219;n#7386920;
63396: v#1044533;v#909219;n#7386920;
63398: n#6372680;n#6371413;n#13284562;
63399: n#6372680;n#13284562;n#6371413;
63400: n#6372680;n#6371413;n#13284562;
63401: n#14758706;v#201722;n#13372403;
63402: n#2382204;s#457998;v#610928;
63408: s#2423284;s#1123879;a#417413;
63409: n#9367203;n#14450691;n#9367991;
63410: n#15169421;n#15166462;n#15167027;
63413: n#6415419;n#3832673;n#2852523;
63430: n#1960459;n#7786164;n#7649342;
63460: n#13372403;n#13901585;n#4961331;
63465: n#6890128;n#4899980;s#2083908;
63467: v#1262936;n#7738353;v#49900;
63469: n#7738353;n#13139647;n#9432430;
63476: n#1895735;n#14764061;n#4230221;
63489: n#14493145;n#14493716;n#5113133;
63490: n#14493145;n#14449405;n#5113133;
63495: n#6753800;v#717208;n#6770875;
63503: n#4886646;n#7508486;n#4887912;
63510: n#13268146;n#4487996;n#6696483;
63516: v#1995549;v#2684924;v#2679899;
63552: a#1896478;s#2134557;n#5827684;
63554: n#6466677;v#1730059;n#2535349;
63560: v#2207206;n#79018;v#2284096;
63563: n#4045941;n#7060844;n#3258330;
63567: s#2550333;n#2807731;s#2549032;
63571: n#4057047;v#37680;n#3406966;
63572: v#2020590;n#5125377;v#2005948;
63576: r#107416;r#112601;r#47903;
63584: n#9406793;v#241399;n#7382572;
63588: n#5714894;v#2124106;v#2194723;
63590: v#2124106;n#5714894;v#68627;
63593: n#3600806;n#3600977;n#7723039;
63594: n#10514429;n#10526927;v#1085237;
63595: n#10514429;n#10514643;n#9803429;
63596: n#10514429;n#10514643;n#10648696;
63597: n#10526927;n#10514429;n#10514643;
63599: v#400883;v#474492;v#474017;
63608: n#1264447;n#95502;n#4073208;
63612: v#967625;n#1264447;n#4073208;
63617: v#64095;v#1815185;v#82563;
63633: v#1020005;n#5710573;v#1058574;
63638: v#901103;
63642: n#6711855;v#824767;v#823669;
63643: v#824767;n#6711855;v#823669;
63644: v#1188725;v#2627934;v#751567;
63645: n#4747445;n#4744814;n#4747798;
63651: v#2648639;v#2650552;v#2664664;
63655: n#1235258;n#1235946;n#13283764;
63669: n#1047338;n#8386143;n#1048059;
63700: s#2038126;s#2275412;a#2037708;
63701: s#2241988;s#747910;a#2243567;
63702: n#509399;n#13908580;n#4113194;
63703: n#8616311;n#4096066;n#174003;
63705: n#5416198;n#5416678;n#1222859;
63713: v#456357;v#497705;v#216216;
63715: v#2152278;v#1855447;v#627520;
63724: n#4158250;v#1319885;n#5254795;
63728: n#12150028;n#3679712;n#3478907;
63747: n#3547054;v#2059916;n#4187547;
63753: n#1903756;n#9432430;n#1904182;
63754: n#9432430;n#1903756;n#14758536;
63756: n#9432430;n#1903756;n#14758536;
63757: n#1903756;n#1904182;n#9432430;
63758: n#1904182;n#4190464;n#4190747;
63764: v#181258;n#4190464;n#1903756;
63768: n#10592152;n#10309896;n#10720453;
63769: n#7120524;v#913065;v#845299;
63771: v#913065;v#912473;v#912048;
63774: v#1573891;n#4045941;n#13773725;
63779: n#3879116;n#4210723;v#2749768;
63785: v#4032;n#7129602;n#7393756;
63795: r#246296;r#4722;r#246296;
63799: n#4225729;n#449054;n#4225987;
63800: v#1936753;n#449054;v#1870275;
63807: n#953559;n#15042856;v#824767;
63814: n#7410745;n#133668;n#9475292;
63816: n#9475292;n#9236957;v#1038666;
63823: n#4235291;v#1939174;n#5714161;
63829: n#4235291;v#1939174;v#1416732;
63832: n#14956661;v#1252730;n#5415395;
63836: v#1911888;v#1917123;v#1885845;
63839: n#2031934;n#124151;v#1135501;
63841: n#2452637;n#5598707;n#2452813;
63842: n#2452637;n#5598707;n#2452813;
63843: s#1916555;s#1918001;r#154449;
63853: a#2841066;a#2735208;n#9466280;
63856: n#4275661;n#8663156;n#8677801;
63861: n#4275661;n#4276249;n#4276050;
63882: n#4295881;n#15290337;n#306900;
63885: n#2430559;n#2431337;v#841986;
63906: v#1910373;n#867357;v#1821634;
63910: n#6861860;n#4119892;n#4307269;
63911: n#7657903;n#7658168;n#7663592;
63914: n#2378755;n#2374451;n#3624767;
63915: a#1144887;s#1206164;v#327362;
63922: a#1112573;a#106456;s#1113225;
63923: n#8111157;n#7048000;n#6783265;
63925: v#1146051;n#14410089;v#2054989;
63927: v#1458664;v#1250474;v#2071142;
63932: s#766102;s#2318728;s#764484;
63936: n#284101;v#1917980;n#284798;
63937: v#1917980;v#1918183;v#1881180;
63941: a#799517;s#405179;v#149469;
63944: a#799517;s#405179;v#149469;
63948: v#2402409;v#1770501;v#2391453;
63951: v#2524171;v#2406585;v#2712772;
63952: a#2331262;s#61664;a#834198;
63956: n#11978233;n#11978713;n#11979715;
63962: n#5119714;n#3307981;s#1581305;
63971: s#1533974;s#2000968;s#1534858;
63976: n#4900947;n#4900121;n#7509131;
63978: s#2133207;s#2133779;s#2133431;
63979: n#14947807;n#3721169;n#3721047;
63980: n#3721047;n#3721169;n#14947807;
63985: s#2242887;s#2428610;s#2429377;
63988: n#7108453;n#5923566;n#6602935;
63998: s#2369460;n#7623933;a#2368787;
64000: n#7623933;n#7623664;n#10485440;
64001: n#10485440;n#10663315;n#9772930;
64002: n#10485440;n#10663315;n#9772930;
64026: n#12916723;n#12916511;n#1905321;
64029: n#7255998;n#7255791;n#13811900;
64046: n#12870535;n#7821758;n#12870392;
64047: n#13315743;v#2252542;v#2306869;
64050: n#5826914;n#4463983;n#4463679;
64053: n#10722965;n#10027590;n#10007109;
64059: n#7860208;n#6775969;n#7859951;
64060: v#78760;v#1033527;v#515154;
64067: s#429016;n#13613742;s#2079313;
64068: n#6197664;n#8681777;n#5750163;
64077: n#9502481;v#827601;v#745383;
64091: n#6769670;n#6769578;n#1904182;
64093: s#1575424;s#1677733;s#968730;
64097: v#1475536;v#1475415;v#1475828;
64105: n#5190356;n#5214374;n#1072072;
64111: n#7665308;n#1887896;n#14761334;
64112: n#3502331;n#3548930;n#4612159;
64114: n#6646628;n#13811184;n#4073547;
64144: n#7228751;v#886978;v#886759;
64145: v#886759;n#7228751;v#886978;
64146: v#886759;n#7228751;v#886978;
64147: n#13343526;n#506658;v#918580;
64148: n#13343526;n#506658;v#918580;
64150: v#1155687;n#13343526;n#506658;
64152: n#7211950;v#66025;v#909573;
64154: n#7442874;n#9474557;v#1866030;
64156: a#162386;s#2464277;a#325281;
64168: n#15147713;n#4928585;n#7944050;
64169: n#15147713;n#4928585;n#7944050;
64170: n#7944050;n#10804406;n#15147713;
64171: n#7944050;n#10804406;n#15147713;
64172: n#7944050;n#15147713;n#4928585;
64173: v#1651444;v#710005;v#404642;
64174: v#1651444;v#710005;v#404642;
64177: n#7786686;n#1956481;n#13395897;
64184: v#1855155;n#693679;n#5582859;
64185: v#1855155;n#693679;n#5582859;
64186: n#5582859;v#1530431;v#1855155;
64188: n#13085113;v#313171;n#2949691;
64192: n#3990834;n#2949691;n#12102133;
64195: n#2949691;n#3990834;v#313171;
64196: n#1236173;n#8557754;n#13249927;
64203: n#6539770;n#6532095;n#6511874;
64204: v#715868;v#699815;v#747135;
64205: n#6539770;n#6726671;n#6541301;
64217: v#911350;n#7211950;n#868799;
64218: v#911350;n#7211950;v#1802219;
64223: n#7597365;v#2196378;n#7599649;
64234: n#6377442;n#7092592;n#7048000;
64235: n#6377442;n#7092592;n#7048000;
64282: n#10444194;n#10447255;n#9839022;
64354: v#1675963;v#1466543;v#2748927;
64355: v#1675963;v#1466543;v#2748927;
64356: s#580805;s#1284212;n#125629;
64357: n#4675314;n#13896369;n#5916739;
64361: v#2719016;n#7551498;v#800930;
64366: s#39394;a#2592147;s#122245;
64367: n#14785325;n#14656219;v#516747;
64374: v#1675963;v#293141;v#2748927;
64376: s#387392;s#283327;s#1529053;
64377: n#14654954;s#387392;n#14986144;
64379: n#74324;a#1652158;
64383: n#5059132;n#2432867;n#8409130;
64386: n#6253690;n#6598915;n#6642138;
64387: n#13751404;s#2199005;a#1186408;
64388: n#4047401;n#4047733;n#2788148;
64389: v#1430633;n#856193;v#1453256;
64395: s#176676;a#1047874;s#670938;
64404: a#1945550;n#851146;n#13843173;
64409: a#224731;n#9831962;n#10753779;
64410: n#3668067;n#10262183;n#4364160;
64429: n#6358513;n#6353934;n#6355894;
64431: a#887719;
64432: v#1196037;v#2680814;v#1860795;
64443: v#378521;v#582743;n#14289942;
64453: n#3950359;v#1579340;n#3500457;
64458: n#6414849;n#320852;n#7217349;
64459: n#7217349;n#238022;n#320852;
64462: n#2324587;n#9880189;n#2324045;
64464: s#363938;v#2161530;a#2799016;
64470: n#2629716;n#7785887;n#2071294;
64475: s#2114613;n#5521514;n#2122298;
64476: n#2122298;n#5521514;n#2122948;
64477: n#5521514;n#2122298;n#5521111;
64478: n#5521514;n#2122298;n#9614047;
64489: n#11411610;n#7344368;n#11423197;
64498: s#1674926;a#1672607;a#489108;
64500: s#1676517;s#1936778;s#1676993;
64510: n#15243590;n#9536584;n#15243730;
64512: n#15243730;n#15243590;n#9536584;
64513: n#9536584;n#15243730;n#15243590;
64514: n#6556481;n#1140658;n#8597727;
64517: s#1128406;s#2122715;s#1162633;
64523: v#1881180;v#1882814;v#2102840;
64524: v#2576503;v#1881180;v#780575;
64525: v#1881180;v#109660;v#809654;
64529: n#2505998;n#9931267;n#2506248;
64540: n#11468763;n#4635631;n#5061977;
64541: n#4635631;n#11468763;n#4645943;
64552: n#9877124;n#9945905;n#9951524;
64554: n#6643408;n#5824739;n#6647614;
64562: n#10111688;n#10355449;s#1012247;
64564: n#14436875;n#4869106;n#6693198;
64565: v#2457233;v#2546075;n#14436875;
64568: s#166753;a#1586342;s#167671;
64571: n#14662574;a#3086974;s#1680559;
64572: n#14662574;a#3086974;s#1680559;
64573: n#14662574;a#3086974;s#1680559;
64574: n#14662574;a#3086974;n#7936745;
64575: n#14662574;a#3086974;s#1680559;
64578: n#10396594;a#2931675;n#10166394;
64583: s#527188;s#1568684;s#1567694;
64584: s#527188;s#1568684;s#1567694;
64586: n#6014435;n#6014730;n#6013741;
64587: n#14693733;n#14879750;n#3143754;
64590: n#13897528;a#525453;n#4857490;
64602: n#7286014;n#7286368;n#9823287;
64603: n#5855517;n#5855748;n#5863919;
64607: v#306298;v#306723;v#719062;
64609: v#306539;v#306298;v#719062;
64612: a#474620;s#1144009;n#3304730;
64619: v#1956955;n#1215392;v#183879;
64620: s#1313004;s#755220;s#2581530;
64621: s#755220;s#2581530;n#2666501;
64623: s#1313004;n#2666501;n#10006081;
64624: n#2666501;s#2581530;s#679717;
64628: n#1677366;n#1676755;v#697419;
64630: n#2404906;n#2404573;n#2402425;
64631: n#4764242;n#4797824;n#7502669;
64636: v#757544;v#686039;v#2237338;
64637: n#1049266;n#2944459;n#4679074;
64638: v#2158896;n#2944459;n#1049266;
64639: n#8397255;n#8191230;n#8199025;
64643: n#3325088;n#4559451;n#1792158;
64646: s#2077157;n#10398370;n#14398390;
64647: n#344942;n#630071;v#1545314;
64648: v#1545314;n#344942;n#630071;
64649: v#2649712;n#344942;n#630071;
64653: s#1631386;a#1628302;a#908672;
64654: n#980038;a#1628302;a#908672;
64655: n#1063697;n#8656893;n#1076046;
64656: n#6608277;n#6292000;n#7152259;
64664: n#10131815;n#10477077;n#6412610;
64669: s#1050603;n#10182190;n#7948314;
64671: r#4394;s#226891;s#1372948;
64672: s#1372948;s#226891;r#4394;
64680: n#10789118;s#640106;n#9622302;
64681: s#219705;s#219389;s#281657;
64682: n#10375506;n#10375690;n#11929477;
64683: n#7859583;n#6775969;n#6369216;
64690: n#7433145;n#11423197;n#13875970;
64698: n#6610143;v#1065630;v#2187922;
64707: n#11777929;n#11772408;n#1948446;
64709: n#1948446;n#11777929;n#7782668;
64711: n#3770439;a#1432712;n#15003329;
64719: n#7059255;n#7059962;s#414518;
64724: n#9768830;n#9769076;v#1165290;
64729: v#1165290;n#9768830;n#9769076;
64733: v#2238770;v#2288295;v#2210855;
64734: n#14392318;n#14377177;n#7070429;
64735: n#9183971;n#6160596;n#5961141;
64737: a#1111016;a#1114434;s#106182;
64739: a#1111016;s#106182;a#1114434;
64741: n#4831727;n#1085937;n#4832716;
64742: n#4831727;n#1085937;n#4832716;
64744: n#4831727;n#1085937;n#4832716;
64756: n#14763964;n#4350458;n#14760555;
64767: n#14258512;n#5537576;n#2728763;
64773: n#14596700;n#13332009;n#3570709;
64776: n#8663156;n#13902482;n#8617963;
64779: n#2812201;n#4552696;n#13637613;
64780: v#1171183;n#7901587;n#3147509;
64785: v#376106;n#7443539;n#13566535;
64786: v#376106;n#13566535;v#444629;
64787: n#13566535;n#11482140;v#376106;
64791: n#2103841;n#10769607;n#652466;
64793: n#10126806;n#10399491;n#9792555;
64800: n#898518;n#4076846;n#7201804;
64802: n#10406391;n#10406266;n#10406765;
64803: n#10302576;n#10302700;n#10143530;
64807: n#9608709;a#223802;s#359645;
64809: n#6360996;n#6360850;
64811: a#1567862;a#2988281;a#2988060;
64815: s#553478;s#577122;a#481222;
64821: n#5562902;n#5594367;n#6838975;
64823: r#255614;r#43003;r#240707;
64832: s#1070321;s#1054922;s#424787;
64833: n#5617606;n#8387354;n#5620955;
64835: n#5617606;n#5620955;n#8339454;
64836: n#8339454;n#5617606;n#5620955;
64839: r#106921;r#35058;r#59413;
64846: v#592883;v#610374;v#2546467;
64848: n#14062725;n#14001348;n#14493716;
64849: n#14062725;n#14001348;n#7480896;
64850: n#6449735;n#6408442;n#13681048;
64851: n#6223669;a#2931345;n#8081668;
64857: n#13112664;n#8438223;n#12757303;
64859: n#6822958;n#3066849;n#1922303;
64863: a#2789920;n#2399000;n#2398732;
64869: a#2357479;n#7298154;n#7510348;
64870: a#1342237;s#1515692;a#543603;
64881: n#7752664;n#7758680;n#10403768;
64882: n#10402417;n#9816771;n#9935434;
64894: n#6455138;n#6789411;n#7061334;
64895: n#9359471;n#3728437;n#9542339;
64896: a#1405214;s#1405523;s#899612;
64899: s#1132515;s#1133374;r#302120;
64910: n#5559908;n#5470189;n#2728763;
64911: n#5559908;n#10307234;n#13902336;
64921: n#2732433;n#4562658;n#4563790;
64922: n#2732433;n#4562658;n#4563790;
64927: r#33421;r#48739;s#979031;
64928: s#979031;a#1143279;n#4248607;
64933: s#709215;s#1522214;s#706688;
64934: n#7539790;n#5832264;n#14415163;
64937: r#70765;
64938: r#70765;
64944: n#10256756;n#13805734;a#1876006;
64945: n#11484975;n#7902520;v#228858;
64951: n#10411867;n#10182913;n#10122645;
64956: n#13989280;n#1072236;n#5833683;
64962: v#823436;v#2663141;v#776059;
64963: v#823436;v#776059;v#2663141;
64964: n#3463832;n#3417345;n#3417749;
64969: n#14838217;n#23271;n#5752544;
64970: v#716531;v#716345;v#2635189;
64971: v#1759326;v#930368;v#522751;
64977: n#15291801;n#8218393;v#555447;
64978: n#7359599;n#7296428;
64986: n#5014556;v#324231;v#374668;
64987: v#324231;n#5014556;v#374668;
64992: n#4517823;n#2748491;n#2906734;
64998: n#8598568;n#4399382;n#5695232;
65002: v#2639075;v#2058590;v#2639606;
65005: n#4560292;n#4446521;n#2807731;
65006: n#10699262;a#124918;a#2780093;
65007: a#3118790;n#6943771;n#9676884;
65017: n#5250659;n#9241247;n#6260121;
65025: n#6969129;a#829745;n#6312237;
65033: a#1319874;s#1159907;n#9621359;
65034: v#2253956;v#2254155;n#1129920;
65039: n#10605253;v#1938426;n#109081;
65045: r#61677;r#151957;r#61528;
65046: v#2263027;v#2200686;v#2263346;
65048: v#1766748;n#5832264;v#1765908;
65049: v#2678438;v#1765908;v#1767163;
65050: v#1767163;n#5832264;n#7524242;
65051: n#7524242;n#5832264;v#1766748;
65052: v#1446901;v#2142520;n#6890254;
65077: n#10126926;n#5619743;n#9762509;
65080: n#1795088;n#7647115;v#910973;
65088: n#10625860;n#10280674;n#10281546;
65097: n#7951464;n#6591442;n#1014066;
65098: n#7951464;n#6591442;n#1014066;
65099: n#7951464;n#1014066;n#6591442;
65101: n#3588414;n#6482401;n#6268096;
65109: a#1754421;s#595299;s#1755024;
65110: a#1754421;s#595299;s#1755024;
65111: n#5260533;a#1754421;a#2505716;
65114: n#4323026;n#3302487;n#8408557;
65115: a#1818234;n#3817191;a#1820338;
65116: a#1820338;n#3817191;a#1818234;
65117: n#3817191;a#1818234;a#1820338;
65119: n#3817191;a#1818234;a#1820338;
65127: n#9226997;n#267522;n#9338013;
65129: n#9338013;n#13675349;
65133: v#1158872;v#2409412;v#2561332;
65135: s#14490;a#13887;s#1446991;
65136: v#2125032;n#883139;v#2124748;
65142: a#433115;s#535293;s#283972;
65143: n#6499796;a#3059033;n#6497459;
65150: n#7615569;n#7614348;n#7614348;
65151: r#251611;a#138912;s#861109;
65154: r#144722;r#37470;r#38625;
65155: r#144722;r#150134;r#212727;
65156: s#1564315;a#1525116;s#1059711;
65158: n#10168183;n#9629246;s#1298884;
65159: n#5850432;s#2506408;s#2506029;
65167: n#6161718;n#8441203;n#6535035;
65169: s#1385255;s#1388062;s#1384730;
65173: n#2223266;n#2221083;n#2222718;
65175: s#2064127;s#2068946;s#1360962;
65176: s#2064127;s#2068946;a#292448;
65177: s#890351;n#5695554;a#2071420;
65179: n#5026508;n#5695554;s#890351;
65187: n#10541229;n#4118776;n#10628644;
65190: v#977336;v#978173;v#860620;
65195: n#7250034;a#483146;s#2346878;
65197: v#868591;v#808162;n#7208565;
65202: v#2204692;v#2632167;v#2203362;
65205: n#8163792;n#1229938;n#8307589;
65206: n#8163792;n#1229938;n#8307589;
65209: v#759269;v#759944;v#759657;
65210: v#759269;v#759944;v#759657;
65211: v#759944;v#759269;v#752493;
65223: n#5333467;n#7552549;n#14486533;
65225: n#7405411;n#7474185;n#7404944;
65226: n#14956325;v#1534745;n#7089622;
65228: n#9452395;n#9347779;n#9355850;
65232: s#28471;n#6757891;n#1224700;
65245: n#14044454;a#2985662;n#14294678;
65247: v#645552;v#645771;n#152727;
65278: n#11472612;n#15237567;
65289: a#302761;s#302951;s#529657;
65299: n#6416206;n#6487897;n#6495000;
65300: v#652622;v#1626844;n#6416206;
65302: s#250739;s#326608;r#445763;
65303: s#1257145;s#1778572;s#1298239;
65304: n#14759003;n#14975779;n#14974264;
65312: n#8509111;n#8439022;n#8478171;
